work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary_in_usd
2023,3,2,33,75,0,70,1,168400
2023,3,2,33,75,0,70,1,105200
2023,3,2,47,75,0,70,1,210000
2023,3,2,47,75,0,70,1,160000
2023,2,2,47,75,0,70,1,145000
2023,2,2,47,75,0,70,1,100000
2023,3,2,8,75,0,70,0,222200
2023,3,2,8,75,0,70,0,136000
2023,2,2,25,75,0,70,1,100000
2023,2,2,25,75,0,70,1,85000
2023,2,2,33,29,100,28,1,85066
2023,2,2,33,29,100,28,1,57723
2023,1,2,47,75,0,70,1,200000
2023,1,2,47,75,0,70,1,145000
2023,2,2,33,75,0,70,1,140000
2023,2,2,33,75,0,70,1,95000
2023,3,2,25,75,100,70,1,185000
2023,3,2,25,75,100,70,1,120250
2023,2,2,57,75,100,70,0,130000
2023,3,2,47,75,0,70,1,205000
2023,3,2,47,75,0,70,1,140000
2023,3,2,47,75,100,70,1,297300
2023,3,2,47,75,100,70,1,198200
2023,3,2,89,75,0,70,1,141288
2023,3,2,89,75,0,70,1,94192
2023,3,2,34,75,100,70,1,184000
2023,3,2,34,75,100,70,1,143000
2023,3,2,25,75,0,70,1,70000
2023,3,2,25,75,0,70,1,55000
2023,3,2,4,75,100,70,1,275300
2023,3,2,4,75,100,70,1,183500
2023,2,2,25,75,100,70,1,75000
2023,2,2,25,75,100,70,1,65000
2023,2,2,66,75,0,70,1,160000
2023,2,2,66,75,0,70,1,147000
2023,3,2,31,75,100,70,1,149040
2023,3,2,31,75,100,70,1,113900
2023,2,2,90,68,100,64,0,75020
2023,3,2,25,75,0,70,1,180180
2023,3,2,25,75,0,70,1,106020
2023,2,2,47,39,100,38,0,17022
2023,0,2,2,39,0,6,0,70000
2023,0,2,1,67,50,63,1,80000
2023,2,2,62,39,50,38,0,18238
2023,2,2,69,75,0,70,1,250000
2023,2,2,69,75,0,70,1,150000
2023,3,2,33,75,0,70,1,139500
2023,3,2,33,75,0,70,1,109400
2023,3,2,47,75,0,70,1,105000
2023,3,2,47,75,0,70,1,70000
2023,1,2,33,75,100,70,1,210914
2023,1,2,33,75,100,70,1,116704
2023,0,2,89,75,0,70,1,150000
2023,0,2,89,75,0,70,1,100000
2023,3,2,33,75,0,70,1,146000
2023,3,2,33,75,0,70,1,75000
2023,0,2,25,75,100,70,1,75000
2023,0,2,25,75,100,70,1,60000
2023,2,2,4,75,0,70,1,185700
2023,2,2,4,75,0,70,1,165000
2023,3,2,33,75,100,70,1,160000
2023,3,2,33,75,100,70,1,130000
2023,3,2,25,75,0,70,1,169000
2023,3,2,25,75,0,70,1,110600
2023,3,2,40,75,100,70,1,193000
2023,3,2,40,75,100,70,1,136850
2023,3,2,69,75,0,70,1,139500
2023,3,2,69,75,0,70,1,109400
2023,3,2,33,75,100,70,1,276000
2023,3,2,33,75,100,70,1,178500
2023,2,2,47,26,0,25,1,59020
2023,2,2,47,26,0,25,1,48289
2023,2,2,33,69,100,65,1,75116
2023,2,2,33,69,100,65,1,48289
2023,3,2,69,29,0,28,1,195652
2023,3,2,69,29,0,28,1,101228
2023,3,2,33,29,0,28,1,136956
2023,3,2,33,29,0,28,1,101228
2023,3,2,33,75,0,70,1,252000
2023,3,2,33,75,0,70,1,129000
2022,3,2,14,75,100,70,0,130000
2021,2,2,44,75,100,70,1,150000
2023,3,2,33,75,0,70,1,163800
2023,3,2,33,75,0,70,1,126000
2023,3,2,66,11,100,12,1,260000
2023,3,2,66,11,100,12,1,110000
2023,3,2,4,75,100,70,1,170000
2023,3,2,4,75,100,70,1,130000
2023,3,2,69,75,0,70,1,247500
2023,3,2,69,75,0,70,1,172200
2023,3,2,47,75,0,70,1,239748
2023,3,2,47,75,0,70,1,159832
2023,3,2,69,75,0,70,1,163800
2023,3,2,69,75,0,70,1,126000
2023,2,2,47,75,0,70,1,128750
2023,2,2,47,75,0,70,1,106250
2023,3,2,33,75,0,70,1,252000
2023,3,2,33,75,0,70,1,129000
2023,3,2,45,75,0,70,1,299500
2023,3,2,45,75,0,70,1,245100
2023,2,2,29,75,0,70,1,155000
2023,2,2,29,75,0,70,1,140000
2023,1,2,33,75,0,70,1,167500
2023,1,2,33,75,0,70,1,106500
2023,3,2,31,75,100,70,1,188500
2023,3,2,31,75,100,70,1,117000
2023,3,2,25,75,100,70,1,250000
2023,3,2,25,75,100,70,1,138000
2023,2,2,25,11,100,12,1,130000
2023,2,2,25,11,100,12,1,100000
2023,3,2,52,20,0,20,0,123405
2023,3,2,33,75,0,70,1,140000
2023,3,2,33,75,0,70,1,120000
2023,3,2,11,75,0,70,1,160000
2023,3,2,11,75,0,70,1,135000
2023,2,2,45,75,0,70,1,104500
2023,2,2,45,75,0,70,1,70000
2023,2,2,42,75,0,70,1,90000
2023,2,2,42,75,0,70,1,70000
2023,3,2,33,75,100,70,1,153600
2023,3,2,33,75,100,70,1,106800
2023,0,2,33,75,0,70,1,125000
2023,0,2,33,75,0,70,1,90000
2023,2,2,89,75,100,70,1,185000
2023,2,2,89,75,100,70,1,125000
2023,3,2,25,75,100,70,1,127000
2023,3,2,25,75,100,70,1,94000
2023,3,2,47,75,0,70,1,210550
2023,3,2,47,75,0,70,1,153300
2023,2,2,47,75,100,70,1,200000
2023,2,2,47,75,100,70,1,150000
2023,3,2,25,75,100,70,1,161500
2023,3,2,25,75,100,70,1,119500
2023,3,2,25,75,0,70,1,175000
2023,3,2,25,75,0,70,1,145000
2023,3,2,47,75,0,70,1,175000
2023,3,2,47,75,0,70,1,148750
2023,3,2,30,75,0,70,1,105000
2023,3,2,30,75,0,70,1,85000
2023,3,2,89,75,0,70,1,215000
2023,3,2,89,75,0,70,1,146300
2023,0,2,1,20,100,20,0,214618
2023,2,2,33,54,100,51,1,72000
2023,2,2,33,54,100,51,1,60000
2023,3,2,69,75,0,70,1,153400
2023,3,2,69,75,0,70,1,122700
2023,2,2,33,75,0,70,1,260000
2023,2,2,33,75,0,70,1,175000
2023,3,2,47,75,100,70,1,186300
2023,3,2,47,75,100,70,1,123900
2023,2,2,89,75,100,70,1,340000
2023,2,2,89,75,100,70,1,150000
2023,3,2,69,75,0,70,1,153400
2023,3,2,69,75,0,70,1,122700
2023,2,2,33,75,0,70,1,250000
2023,2,2,33,75,0,70,1,175000
2023,2,2,47,28,50,27,1,64385
2023,3,2,25,75,0,70,1,185900
2023,3,2,25,75,0,70,1,121700
2023,3,2,25,75,0,70,1,153600
2023,3,2,25,75,0,70,1,106800
2023,3,1,90,56,50,6,1,50000
2023,0,2,25,76,100,70,0,100000
2023,3,2,69,75,0,70,1,247500
2023,3,2,69,75,0,70,1,172200
2023,1,2,33,75,100,70,1,310000
2023,1,2,33,75,100,70,1,239000
2023,3,2,25,75,0,70,1,125000
2023,3,2,25,75,0,70,1,110000
2023,0,2,25,75,0,70,1,150000
2023,0,2,25,75,0,70,1,100000
2023,3,2,47,75,0,70,1,149076
2023,3,2,47,75,0,70,1,82365
2023,2,2,33,75,0,70,1,146000
2023,2,2,33,75,0,70,1,75000
2023,3,2,69,75,0,70,1,139500
2023,3,2,69,75,0,70,1,109400
2023,3,2,33,75,0,70,1,139500
2023,3,2,33,75,0,70,1,109400
2023,2,2,33,75,0,70,1,149600
2023,2,2,33,75,0,70,1,102000
2023,2,2,25,29,0,28,1,97218
2023,2,2,25,29,0,28,1,48609
2023,3,2,33,75,0,70,1,252000
2023,3,2,33,75,0,70,1,129000
2023,3,2,25,75,0,70,1,95000
2023,3,2,25,75,0,70,1,85500
2023,3,2,25,75,0,70,1,185900
2023,3,2,25,75,0,70,1,121700
2023,0,2,89,75,0,70,1,150000
2023,0,2,89,75,0,70,1,100000
2023,2,2,33,75,0,70,1,145000
2023,2,2,33,75,0,70,1,125000
2023,2,2,47,75,100,70,1,150000
2023,2,2,47,75,100,70,1,97750
2023,3,2,47,75,0,70,1,201000
2023,3,2,47,75,0,70,1,122000
2023,3,2,33,75,0,70,1,252000
2023,3,2,33,75,0,70,1,129000
2023,3,2,25,75,100,70,1,120000
2023,3,2,25,75,100,70,1,75000
2023,2,2,47,75,100,70,1,116990
2023,2,2,47,75,100,70,1,82920
2023,3,2,47,75,0,70,1,185900
2023,3,2,47,75,0,70,1,129300
2023,2,2,74,75,0,70,2,200000
2023,2,2,74,75,0,70,2,125000
2023,3,2,47,75,0,70,1,201000
2023,3,2,47,75,0,70,1,122000
2023,3,2,69,75,0,70,1,204500
2023,3,2,69,75,0,70,1,142200
2023,3,2,37,75,0,70,1,155000
2023,3,2,37,75,0,70,1,140000
2023,2,2,70,75,0,70,1,205920
2023,2,2,70,75,0,70,1,171600
2023,3,2,33,75,100,70,1,121500
2023,3,2,33,75,100,70,1,78000
2023,2,2,33,75,0,70,1,154000
2023,2,2,33,75,0,70,1,116000
2023,3,2,47,75,0,70,1,190000
2023,3,2,47,75,0,70,1,136000
2023,2,2,25,29,100,28,1,78990
2023,2,2,25,29,100,28,1,43809
2023,3,2,25,75,0,70,1,180000
2023,3,2,25,75,0,70,1,110000
2023,3,2,47,75,100,70,1,275300
2023,3,2,47,75,100,70,1,183000
2023,3,2,33,75,0,70,1,170000
2023,3,2,33,75,0,70,1,140000
2023,3,2,33,75,0,70,1,154000
2023,3,2,33,75,0,70,1,116000
2023,3,2,33,75,100,70,1,160000
2023,3,2,33,75,100,70,1,130000
2023,2,2,33,75,0,70,1,200000
2023,2,2,33,75,0,70,1,120000
2023,3,2,47,75,100,70,1,175000
2023,3,2,47,75,100,70,1,160000
2023,2,2,33,29,0,28,1,127599
2023,2,2,33,29,0,28,1,103294
2023,3,2,33,75,0,70,1,153600
2023,3,2,33,75,0,70,1,106800
2023,0,2,25,75,100,70,1,85000
2023,0,2,25,75,100,70,1,75000
2023,3,2,47,75,0,70,1,225000
2023,3,2,47,75,0,70,1,156400
2023,3,2,4,75,0,70,1,150000
2023,3,2,4,75,0,70,1,120000
2023,3,2,69,75,0,70,1,163800
2023,3,2,69,75,0,70,1,126000
2023,3,2,25,75,100,70,1,145000
2023,3,2,25,75,100,70,1,90000
2023,3,2,69,75,0,70,1,204500
2023,3,2,69,75,0,70,1,142200
2023,3,2,25,75,0,70,1,95000
2023,3,2,25,75,0,70,1,85500
2023,3,2,33,75,0,70,1,167500
2023,3,2,33,75,0,70,1,106500
2023,3,2,33,75,0,70,1,163800
2023,3,2,33,75,0,70,1,126000
2023,2,2,29,75,0,70,1,155000
2023,2,2,29,75,0,70,1,140000
2023,3,2,89,75,0,70,1,250000
2023,3,2,89,75,0,70,1,200000
2023,3,2,47,75,0,70,1,260000
2023,3,2,47,75,0,70,1,186000
2023,3,2,33,75,100,70,1,160000
2023,3,2,33,75,100,70,1,130000
2023,3,2,89,75,0,70,1,200000
2023,3,2,89,75,0,70,1,150000
2023,3,2,47,26,0,25,1,48289
2023,3,2,47,26,0,25,1,38631
2023,3,2,47,75,0,70,1,150000
2023,3,2,47,75,0,70,1,120000
2023,0,2,25,39,50,38,1,30000
2023,2,2,89,75,0,70,1,185000
2023,2,2,89,75,0,70,1,125000
2022,0,3,25,75,100,70,2,34320
2022,2,2,17,10,100,10,1,9289
2023,3,2,58,63,100,60,0,75116
2022,1,2,45,76,0,62,0,106000
2023,3,2,25,75,100,70,1,175000
2023,3,2,25,75,100,70,1,130000
2023,3,2,25,75,100,70,1,122000
2023,3,2,25,75,100,70,1,93800
2023,3,2,45,54,100,51,1,150000
2023,3,2,45,54,100,51,1,90000
2023,3,2,25,75,100,70,1,165000
2023,3,2,25,75,100,70,1,112000
2023,0,2,23,75,0,70,1,220000
2023,3,2,12,20,100,20,1,71897
2023,0,2,1,20,0,20,1,64385
2023,3,2,69,75,0,70,1,204500
2023,3,2,69,75,0,70,1,142200
2023,3,2,25,39,100,38,2,15806
2023,2,2,69,75,0,70,1,200000
2023,2,2,69,75,0,70,1,175000
2023,3,2,33,75,0,70,1,185900
2023,3,2,33,75,0,70,1,129300
2023,3,2,25,75,0,70,1,185900
2023,3,2,25,75,0,70,1,121700
2023,3,2,69,75,0,70,1,204500
2023,3,2,69,75,0,70,1,142200
2023,2,2,47,28,50,27,0,40000
2023,3,2,42,71,50,67,1,29453
2023,3,2,25,75,0,70,1,180180
2023,3,2,25,75,0,70,1,106020
2023,3,2,47,75,100,70,1,136000
2023,3,2,47,75,100,70,1,104000
2023,3,2,25,75,0,70,1,125000
2023,3,2,25,75,0,70,1,110000
2023,3,2,69,75,0,70,1,153400
2023,3,2,69,75,0,70,1,122700
2023,1,2,33,75,100,70,1,310000
2023,1,2,33,75,100,70,1,239000
2023,3,2,25,75,0,70,1,152380
2023,3,2,25,75,0,70,1,121904
2023,3,2,47,75,0,70,1,185900
2023,3,2,47,75,0,70,1,129300
2023,3,2,69,75,0,70,1,247500
2023,3,2,69,75,0,70,1,172200
2023,3,2,31,75,0,70,1,168400
2023,3,2,31,75,0,70,1,105200
2023,3,2,69,75,0,70,1,128280
2023,3,2,69,75,0,70,1,106900
2022,3,2,64,75,100,70,0,192000
2023,2,2,33,75,0,70,1,140000
2023,2,2,33,75,0,70,1,100000
2023,3,2,88,20,100,20,2,107309
2023,3,2,88,20,100,20,2,85847
2023,3,2,69,20,0,20,1,275000
2023,3,2,69,20,0,20,1,174000
2023,3,2,33,75,0,70,1,139500
2023,3,2,33,75,0,70,1,109400
2023,3,2,69,75,0,70,1,139500
2023,3,2,69,75,0,70,1,109400
2023,3,2,25,75,100,70,1,170500
2023,3,2,25,75,100,70,1,85000
2023,3,2,37,29,0,28,1,72946
2023,3,2,37,29,0,28,1,54365
2023,1,2,59,29,0,28,1,160288
2023,1,2,59,29,0,28,1,127467
2023,3,2,33,75,0,70,1,80000
2023,3,2,33,75,0,70,1,65000
2023,3,2,33,75,0,70,1,124740
2023,3,2,33,75,0,70,1,65488
2023,3,2,41,75,0,70,1,72200
2023,3,2,41,75,0,70,1,64980
2023,3,2,33,75,0,70,1,153600
2023,3,2,33,75,0,70,1,106800
2023,3,2,25,75,100,70,1,179975
2023,3,2,25,75,100,70,1,86466
2023,3,2,33,75,0,70,1,120000
2023,3,2,33,75,0,70,1,90000
2023,2,2,61,29,0,28,1,51039
2023,2,2,61,29,0,28,1,42533
2023,3,2,47,75,0,70,1,149076
2023,3,2,47,75,0,70,1,82365
2023,3,2,25,75,0,70,1,169000
2023,3,2,25,75,0,70,1,110600
2023,3,2,45,75,0,70,1,175000
2023,3,2,45,75,0,70,1,120000
2023,3,2,25,75,0,70,1,230000
2023,3,2,25,75,0,70,1,180000
2023,3,2,25,75,0,70,1,153600
2023,3,2,25,75,0,70,1,106800
2023,3,2,37,75,0,70,1,140000
2023,3,2,37,75,0,70,1,120000
2023,3,2,70,75,0,70,1,205920
2023,3,2,70,75,0,70,1,171600
2023,3,2,25,75,100,70,1,165000
2023,3,2,25,75,100,70,1,125000
2023,3,2,33,75,0,70,1,265000
2023,3,2,33,75,0,70,1,185000
2023,2,2,6,75,0,70,1,130000
2022,0,2,47,75,100,70,1,168000
2023,2,2,3,26,50,25,0,38631
2023,3,2,25,75,0,70,1,95000
2023,3,2,25,75,0,70,1,85500
2023,3,2,47,75,0,70,1,147100
2023,3,2,47,75,0,70,1,90700
2023,3,2,33,75,0,70,1,167580
2023,3,2,33,75,0,70,1,87980
2023,3,2,33,75,100,70,1,202000
2023,3,2,33,75,100,70,1,135000
2023,3,2,33,75,0,70,1,163800
2023,3,2,33,75,0,70,1,126000
2023,3,2,69,75,0,70,1,163800
2023,3,2,69,75,0,70,1,126000
2023,3,2,33,75,100,70,1,104000
2023,3,2,33,75,100,70,1,65000
2023,3,2,88,75,0,70,1,230000
2023,3,2,88,75,0,70,1,148000
2023,3,2,69,11,100,12,1,269000
2023,3,2,69,11,100,12,1,158000
2023,3,2,4,75,0,70,1,197000
2023,3,2,4,75,0,70,1,106000
2023,2,2,51,75,100,70,1,150000
2023,2,2,51,75,100,70,1,100000
2023,3,2,33,75,100,70,1,290000
2023,3,2,33,75,100,70,1,210000
2023,3,2,33,75,0,70,1,192000
2023,3,2,33,75,0,70,1,172800
2023,3,2,47,75,0,70,1,300240
2023,3,2,47,75,0,70,1,200160
2023,3,2,47,75,0,70,1,300240
2023,3,2,47,75,0,70,1,200160
2023,3,2,4,75,0,70,1,175000
2023,3,2,4,75,0,70,1,140000
2023,3,2,37,75,0,70,1,169000
2023,3,2,37,75,0,70,1,100000
2023,3,2,47,75,0,70,1,370000
2023,3,2,47,75,0,70,1,245000
2023,2,2,33,29,100,28,0,115447
2023,3,2,25,75,100,70,2,110000
2023,3,2,25,75,100,70,2,80000
2023,0,2,25,75,0,70,1,55000
2023,0,2,25,75,0,70,1,48000
2023,3,2,25,75,0,70,1,95000
2023,3,2,25,75,0,70,1,85000
2023,3,2,33,75,100,70,1,137500
2023,3,2,33,75,100,70,1,81500
2023,3,2,69,75,0,70,1,323300
2023,3,2,69,75,0,70,1,184700
2021,2,2,3,30,0,29,2,30000
2023,3,2,69,75,100,70,1,186000
2023,3,2,69,75,100,70,1,153088
2023,2,2,34,75,100,70,1,190000
2023,2,2,34,75,100,70,1,160000
2023,3,2,69,75,100,70,1,200000
2023,3,2,69,75,100,70,1,150000
2023,2,2,34,75,0,70,1,190000
2023,2,2,34,75,0,70,1,183310
2023,3,2,69,75,100,70,1,240000
2023,3,2,69,75,100,70,1,180000
2023,3,2,69,75,100,70,1,200000
2023,3,2,69,75,100,70,1,150000
2023,3,2,45,75,0,70,1,299500
2023,3,2,45,75,0,70,1,245100
2023,3,2,33,75,100,70,1,144000
2023,3,2,33,75,100,70,1,66000
2023,2,2,69,75,0,70,1,148500
2023,2,2,69,75,0,70,1,126277
2023,3,2,31,75,0,70,1,228000
2023,3,2,31,75,0,70,1,120000
2023,3,2,75,75,0,70,1,180000
2023,3,2,75,75,0,70,1,90000
2023,3,2,47,75,0,70,1,126500
2023,3,2,47,75,0,70,1,78000
2023,3,2,33,75,0,70,1,180000
2023,3,2,33,75,0,70,1,160000
2023,3,2,75,75,0,70,1,272000
2023,3,2,75,75,0,70,1,170000
2023,2,2,25,75,0,70,1,80000
2023,2,2,25,75,0,70,1,60000
2023,3,2,33,75,100,70,1,259000
2023,3,2,33,75,100,70,1,146000
2023,3,2,33,75,0,70,1,200000
2023,3,2,33,75,0,70,1,160000
2023,1,2,33,75,100,70,1,310000
2023,1,2,33,75,100,70,1,239000
2023,3,2,25,75,100,70,1,142000
2023,3,2,25,75,100,70,1,95000
2023,3,2,47,75,0,70,1,155000
2023,3,2,47,75,0,70,1,139500
2023,2,2,33,75,100,70,1,140000
2023,2,2,33,75,100,70,1,120000
2023,3,2,33,75,100,70,1,259000
2023,3,2,33,75,100,70,1,146000
2023,2,2,25,34,0,33,1,109371
2023,2,2,25,34,0,33,1,72914
2023,0,3,25,61,100,38,0,17779
2023,0,2,47,10,100,10,0,19522
2023,3,2,44,75,0,70,1,247500
2023,3,2,44,75,0,70,1,172200
2023,3,2,47,75,0,70,1,225000
2023,3,2,47,75,0,70,1,156400
2023,3,2,33,75,0,70,1,139500
2023,3,2,33,75,0,70,1,109400
2023,2,2,33,75,0,70,1,125000
2023,2,2,33,75,0,70,1,90000
2023,3,2,70,28,100,27,1,107309
2023,3,2,70,28,100,27,1,75116
2023,3,2,47,75,0,70,1,185900
2023,3,2,47,75,0,70,1,129300
2023,3,2,69,75,0,70,1,139500
2023,3,2,69,75,0,70,1,109400
2023,3,2,25,75,100,70,1,120000
2023,3,2,25,75,100,70,1,75000
2023,3,2,25,75,0,70,1,169000
2023,3,2,25,75,0,70,1,110600
2023,3,2,69,75,100,70,1,288000
2023,3,2,69,75,100,70,1,140000
2023,3,2,69,75,100,70,1,288000
2023,3,2,69,75,100,70,1,140000
2023,2,2,33,75,0,70,1,120000
2023,2,2,33,75,0,70,1,90000
2023,2,2,44,29,0,28,1,72914
2023,2,2,44,29,0,28,1,60761
2023,3,2,47,75,100,70,1,215050
2023,3,2,47,75,100,70,1,156400
2023,3,2,31,75,100,70,1,198000
2023,3,2,31,75,100,70,1,114000
2023,0,2,25,75,100,70,1,75000
2023,0,2,25,75,100,70,1,60000
2023,3,2,69,75,0,70,1,204500
2023,3,2,69,75,0,70,1,142200
2023,3,2,47,75,100,70,1,209300
2023,3,2,47,75,100,70,1,182200
2023,3,2,37,75,0,70,1,140000
2023,3,2,37,75,0,70,1,120000
2022,0,2,47,75,0,70,1,85000
2023,2,2,69,29,100,28,1,48609
2023,0,2,88,29,100,28,1,120000
2023,0,2,88,29,100,28,1,60000
2023,3,2,69,75,0,70,1,147100
2023,3,2,69,75,0,70,1,90700
2023,3,2,33,75,0,70,1,230000
2023,3,2,33,75,0,70,1,170000
2023,3,2,25,75,0,70,1,227000
2023,3,2,25,75,0,70,1,108000
2023,3,2,33,75,100,70,1,180000
2023,3,2,33,75,100,70,1,160000
2023,3,2,31,75,100,70,1,180000
2023,3,2,31,75,100,70,1,160000
2023,3,2,33,75,0,70,1,180000
2023,3,2,33,75,0,70,1,130000
2023,3,2,25,26,100,25,1,55800
2023,3,2,25,26,100,25,1,51508
2023,0,2,25,75,100,70,0,60000
2023,0,2,25,46,50,70,0,50000
2023,3,2,33,75,0,70,1,226700
2023,3,2,33,75,0,70,1,133300
2023,3,2,33,75,0,70,1,252000
2023,3,2,33,75,0,70,1,129000
2023,3,2,15,29,100,28,0,151902
2023,0,2,47,39,0,38,0,9727
2023,3,2,25,75,0,70,1,80000
2023,3,2,25,75,0,70,1,52500
2023,3,2,33,75,100,70,1,250000
2023,3,2,33,75,100,70,1,162500
2023,0,2,25,75,100,70,1,85000
2023,0,2,25,75,100,70,1,75000
2023,3,2,25,75,0,70,1,153600
2023,3,2,25,75,0,70,1,106800
2023,2,2,25,75,0,70,1,165000
2023,2,2,25,75,0,70,1,124000
2023,3,2,25,75,100,70,1,115934
2023,3,2,25,75,100,70,1,81666
2023,3,2,33,75,0,70,1,167580
2023,3,2,33,75,0,70,1,87980
2023,3,2,33,75,100,70,1,250000
2023,3,2,33,75,100,70,1,63000
2023,3,2,89,26,0,25,1,253750
2023,3,2,89,26,0,25,1,169200
2023,3,2,89,26,0,25,1,253750
2023,3,2,89,26,0,25,1,169200
2023,2,2,47,75,0,70,1,170000
2023,2,2,47,75,0,70,1,120000
2023,3,2,33,75,0,70,1,124740
2023,3,2,33,75,0,70,1,65488
2023,3,2,33,75,100,70,1,213580
2023,3,2,33,75,100,70,1,163625
2023,0,2,33,77,0,71,0,12000
2022,3,2,75,75,100,70,1,375000
2023,3,2,33,37,100,36,1,101943
2023,2,2,86,39,100,38,0,16414
2023,3,2,69,75,0,70,1,220000
2023,3,2,69,75,0,70,1,170000
2023,1,2,33,75,0,70,1,235000
2023,1,2,33,75,0,70,1,210000
2023,3,2,31,75,100,70,1,180000
2023,3,2,31,75,100,70,1,115000
2023,3,2,31,75,100,70,1,200000
2023,3,2,31,75,100,70,1,115000
2023,3,2,45,75,100,70,1,231250
2023,3,2,45,75,100,70,1,138750
2023,3,2,69,75,0,70,1,284310
2023,3,2,69,75,0,70,1,153090
2023,3,2,33,75,100,70,1,160000
2023,3,2,33,75,100,70,1,75000
2023,2,2,25,75,0,70,1,125000
2023,2,2,25,75,0,70,1,105000
2023,2,2,25,29,0,28,1,109371
2023,2,2,25,29,0,28,1,85066
2023,0,2,25,75,0,70,1,55000
2023,0,2,25,75,0,70,1,48000
2023,0,2,25,75,50,70,1,100000
2023,3,2,44,75,0,70,1,225900
2023,3,2,44,75,0,70,1,156400
2023,3,2,33,75,100,70,1,250000
2023,3,2,33,75,100,70,1,162500
2023,3,2,69,75,100,70,1,318300
2023,3,2,69,75,100,70,1,188800
2023,3,2,25,75,0,70,1,385000
2023,3,2,25,75,0,70,1,60000
2023,2,2,25,75,100,70,1,110000
2023,2,2,25,75,100,70,1,95000
2023,3,2,47,75,100,70,1,145000
2023,3,2,47,75,100,70,1,135000
2023,3,2,25,75,0,70,1,180180
2023,3,2,25,75,0,70,1,106020
2023,3,2,25,75,100,70,1,93919
2023,3,2,25,75,100,70,1,51962
2023,3,2,33,75,0,70,1,241871
2023,3,2,33,75,0,70,1,133832
2023,3,2,47,75,100,70,1,170000
2023,3,2,47,75,100,70,1,90000
2023,1,2,33,75,100,70,1,210914
2023,1,2,33,75,100,70,1,116704
2023,3,2,25,75,100,70,1,192500
2023,3,2,25,75,100,70,1,140000
2023,3,2,47,75,0,70,1,149076
2023,3,2,47,75,0,70,1,82365
2023,2,2,69,54,100,51,2,36000
2023,3,2,47,75,0,70,1,175000
2023,3,2,47,75,0,70,1,148750
2023,3,2,89,75,0,70,1,370000
2023,3,2,89,75,0,70,1,200000
2023,3,2,47,75,100,70,1,235000
2023,3,2,47,75,100,70,1,185000
2023,2,2,69,29,0,28,1,121523
2023,2,2,69,29,0,28,1,97218
2023,3,2,47,75,0,70,1,216100
2023,3,2,47,75,0,70,1,140800
2023,2,2,69,29,0,28,1,145828
2023,2,2,69,29,0,28,1,121523
2023,3,2,24,57,100,12,0,53654
2023,0,2,47,75,50,70,2,110000
2023,3,2,33,75,0,70,1,128000
2023,3,2,33,75,0,70,1,81500
2023,2,2,33,29,100,28,1,66837
2023,2,2,33,29,100,28,1,63192
2023,2,2,25,29,0,28,1,60761
2023,2,2,25,29,0,28,1,54685
2023,1,2,33,75,100,70,1,284000
2023,1,2,33,75,100,70,1,236000
2023,3,2,89,11,0,12,1,248100
2023,3,2,89,11,0,12,1,145900
2023,3,2,88,75,0,70,1,155850
2023,3,2,88,75,0,70,1,102544
2023,2,2,47,75,100,70,1,151410
2023,2,2,47,75,100,70,1,115360
2023,2,2,33,26,100,25,1,66531
2023,2,2,33,26,100,25,1,59020
2023,3,2,53,11,50,12,1,125686
2023,3,2,10,57,50,54,0,100000
2023,0,2,47,39,50,38,0,12767
2023,3,2,47,75,0,70,1,250000
2023,3,2,47,75,0,70,1,162500
2023,3,2,47,29,0,28,1,185000
2023,3,2,47,29,0,28,1,120250
2023,0,2,33,20,100,20,0,26827
2022,0,2,47,75,100,70,1,180000
2023,2,2,89,75,0,70,1,85000
2023,2,2,89,75,0,70,1,70000
2023,3,2,14,75,100,70,1,135000
2023,3,2,14,75,100,70,1,100000
2023,1,2,29,75,0,70,1,155000
2023,1,2,29,75,0,70,1,140000
2023,3,2,69,75,0,70,1,204500
2023,3,2,69,75,0,70,1,142200
2023,3,2,33,75,0,70,1,226700
2023,3,2,33,75,0,70,1,133300
2023,3,2,47,75,100,70,1,225000
2023,3,2,47,75,100,70,1,156400
2023,3,2,33,75,0,70,1,163800
2023,3,2,33,75,0,70,1,126000
2023,3,2,69,75,0,70,1,163800
2023,3,2,69,75,0,70,1,126000
2023,3,2,66,75,0,70,1,220000
2023,3,2,66,75,0,70,1,150000
2023,3,2,33,75,0,70,1,145000
2023,3,2,33,75,0,70,1,115000
2023,3,2,29,75,0,70,1,204500
2023,3,2,29,75,0,70,1,138900
2023,2,2,33,75,0,70,1,162500
2023,2,2,33,75,0,70,1,130000
2023,3,2,33,75,100,70,1,150000
2023,3,2,33,75,100,70,1,107000
2023,1,2,33,75,0,70,1,175000
2023,1,2,33,75,0,70,1,110000
2023,3,2,33,75,0,70,1,226700
2023,3,2,33,75,0,70,1,133300
2023,3,2,33,75,0,70,1,252000
2023,3,2,33,75,0,70,1,129000
2023,3,2,69,75,0,70,1,150000
2023,3,2,69,75,0,70,1,125000
2023,3,2,33,75,0,70,1,252000
2023,3,2,33,75,0,70,1,129000
2023,3,2,47,75,0,70,1,225000
2023,3,2,47,75,0,70,1,156400
2022,2,2,89,39,100,38,0,23000
2023,2,2,69,75,100,70,0,110000
2023,3,2,33,75,100,70,1,265000
2023,3,2,33,75,100,70,1,182750
2023,2,2,25,75,0,70,1,130000
2023,2,2,25,75,0,70,1,100000
